time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz,u_lumbar_extension,u_lumbar_bending,u_lumbar_rotation,u_arm_flex_r,u_arm_add_r,u_arm_rot_r,u_elbow_flex_r,u_pro_sup_r
3.62,303.4312,516.8674,360.278,8.076571,-2.912758,-8.093231,49.25689,-25.82695,20.09735,55.04776,90.24499,763.4001,640.8581,599.1776,884.842,674.3708,572.1972,399.5402,481.8879,690.3825,-0.025013,-0.020316,0.013712,0.32208,0.12733,0.04264,-0.30991,-0.08781
3.63,303.5178,516.8953,360.1916,8.051558,-2.933074,-8.079519,49.57897,-25.69962,20.13999,54.73785,90.15718,764.8764,642.2642,598.6615,884.8376,674.3934,572.1829,400.9613,483.1696,689.6889,-0.077214,-0.027825,0.025992,0.32183,0.13541,0.07764,-0.24697,0.02256
3.64,303.594,516.9178,360.0854,7.974344,-2.960899,-8.053527,49.9008,-25.56421,20.21763,54.49088,90.17974,766.2698,643.7254,598.0177,884.8412,674.3901,572.1844,402.4121,484.4453,689.0094,0.043347,-0.030441,0.05309,0.2528,0.09722,0.0863,-0.30192,-0.04353
3.65,303.6514,516.9151,359.9915,8.017691,-2.99134,-8.000437,50.1536,-25.46699,20.30393,54.18896,90.13621,767.7566,645.1884,597.4401,884.8571,674.4171,572.182,403.8499,485.7365,688.339,0.866432,-0.156988,0.135127,-0.57635,0.07993,0.02615,-0.31842,0.02321
3.66,303.4709,516.8463,359.8183,8.884123,-3.148328,-7.86531,49.57725,-25.38706,20.33008,53.87054,90.15942,769.2046,646.5387,596.8383,884.8642,674.4086,572.1858,405.3584,487.0131,687.5771,0.011659,-0.031412,0.001587,0.27442,0.12562,0.1246,-0.34182,0.01365
3.67,303.5172,516.8638,359.7191,8.895782,-3.17974,-7.863723,49.85167,-25.26144,20.45468,53.52872,90.17307,770.7159,647.8926,596.2146,884.8657,674.4127,572.1778,406.7368,488.3612,686.8402,0.013423,-0.012607,0.051766,0.25782,0.14253,0.10594,-0.2887,0.09284
3.68,303.5626,516.8688,359.6163,8.909205,-3.192347,-7.811957,50.10949,-25.11891,20.56062,53.24002,90.26591,772.3196,649.1607,595.582,884.869,674.4085,572.1887,408.1934,489.689,686.1913,0.045595,-0.061995,0.055649,0.2531,0.13503,0.02114,-0.36585,0.01438
3.69,303.5992,516.88,359.5048,8.9548,-3.254342,-7.756308,50.36259,-24.98388,20.58176,52.87417,90.28029,773.8564,650.4966,594.9752,884.861,674.3922,572.1877,409.6557,490.9356,685.4065,-0.003043,-0.021048,0.046172,0.26768,0.12753,0.05785,-0.33499,-0.01499
3.7,303.657,516.8796,359.3959,8.951757,-3.27539,-7.710136,50.63027,-24.85635,20.63961,52.53918,90.2653,775.5067,651.577,594.3681,884.836,674.3762,572.1889,411.1538,492.2465,684.6028,0.032512,-0.060867,0.064647,0.24349,0.13048,0.06196,-0.32368,-0.06748
3.71,303.7436,516.9208,359.287,8.984269,-3.336257,-7.645489,50.87376,-24.72587,20.70157,52.2155,90.19782,776.8247,652.556,593.1996,884.8626,674.4162,572.1867,412.6405,493.5333,683.8503,0.053744,-0.044799,0.075839,0.24661,0.12641,0.09363,-0.43475,-0.06075
3.72,303.7995,516.9178,359.1803,9.038013,-3.381056,-7.56965,51.12037,-24.59946,20.7952,51.78075,90.13707,778.7738,653.8457,593.3266,884.8573,674.3874,572.1716,414.0392,494.944,683.0368,0.089706,-0.053562,0.080753,0.12659,0.12219,0.05807,-0.35945,-0.14012
3.73,303.8496,516.9148,359.0591,9.127719,-3.434618,-7.488897,51.24696,-24.47727,20.85327,51.4213,89.99695,780.4025,654.9466,592.8631,884.878,674.4172,572.1973,415.5617,496.1829,682.0267,-0.017634,-0.022954,0.048092,0.25211,0.16523,0.07153,-0.37024,-0.08833
3.74,303.9353,516.9126,358.9647,9.110085,-3.457572,-7.440805,51.49907,-24.31204,20.9248,51.05106,89.90862,781.9883,656.1147,592.419,884.8532,674.3874,572.189,416.9741,497.5346,681.217,0.03248,-0.053572,0.055292,0.23779,0.10739,0.06404,-0.34457,-0.028
3.75,303.9515,516.923,358.8594,9.142565,-3.511144,-7.385513,51.73686,-24.20465,20.98884,50.70649,89.88062,783.68,657.0619,591.9565,884.8626,674.4122,572.1815,418.3794,498.822,680.3376,-0.025148,0.000129,0.01464,0.28028,0.16002,0.12232,-0.37492,-0.13915
3.76,303.9939,516.9122,358.7798,9.117417,-3.511015,-7.370873,52.01714,-24.04463,21.11116,50.33157,89.74147,785.1991,658.0393,591.4605,884.8813,674.417,572.1915,419.7537,500.1351,679.4685,-0.125806,0.06345,-0.15994,0.55672,0.17307,0.26905,-0.43309,-0.06073
3.77,303.9001,516.8131,358.7281,8.991611,-3.447565,-7.530813,52.57386,-23.87156,21.38021,49.89848,89.68074,786.8949,658.9498,590.863,884.8261,674.3799,572.1834,421.0268,501.5353,678.698,-0.000592,-0.018539,0.048869,0.26588,0.13492,0.07075,-0.33878,-0.05553
3.78,303.9428,516.8102,358.6403,8.991019,-3.466104,-7.481944,52.83974,-23.73664,21.45096,49.5597,89.62521,788.4947,659.8621,590.4244,884.8426,674.3689,572.1851,422.3968,502.7497,677.8683,0.003042,-0.029044,0.05487,0.22007,0.13032,0.1019,-0.35905,-0.12002
3.79,303.971,516.7996,358.5292,8.994061,-3.495148,-7.427074,53.05981,-23.60632,21.55286,49.20065,89.50519,790.1372,660.8408,589.897,884.8263,674.3827,572.1905,423.716,504.0291,676.9906,-0.036726,-0.020804,0.052401,0.32828,0.12472,0.10225,-0.3917,0.00174
3.8,303.9906,516.768,358.3843,8.957335,-3.515952,-7.374673,53.38809,-23.4816,21.65511,48.80895,89.50693,791.5104,661.9395,589.1756,884.8458,674.3904,572.1831,425.0416,505.2748,676.106,0.029827,-0.013511,0.036495,0.27503,0.09664,0.04961,-0.35265,-0.03521
3.81,304.0267,516.7661,358.2798,8.987162,-3.529463,-7.338178,53.66312,-23.38496,21.70472,48.4563,89.47172,793.1671,663.0372,589.0348,884.8523,674.3772,572.187,426.3552,506.4805,675.3169,0.031115,-0.031728,0.051582,0.20435,0.12152,0.11661,-0.39549,0.07029
3.82,304.0337,516.7456,358.152,9.018277,-3.561191,-7.286596,53.86747,-23.26344,21.82133,48.06081,89.54201,794.8298,663.3952,588.0438,884.8337,674.36,572.1771,427.5865,507.8141,674.4865,0.007636,-0.022789,0.06468,0.20818,0.15713,0.09738,-0.32497,0.01797
3.83,304.0755,516.7398,358.0258,9.025913,-3.58398,-7.221916,54.07565,-23.10631,21.91871,47.73584,89.55998,796.3209,664.6862,587.8462,884.8678,674.3846,572.1837,428.9142,508.9916,673.6917,-0.000119,-0.026756,0.056632,0.24582,0.12542,0.04861,-0.39281,0.03707
3.84,304.0928,516.7302,357.9139,9.025794,-3.610736,-7.165284,54.32147,-22.98089,21.96732,47.34303,89.59705,797.9792,664.9409,586.8768,884.8802,674.3976,572.1696,430.1424,510.2545,672.861,0.025645,-0.037685,0.057022,0.25775,0.06881,0.09706,-0.40666,-0.02168
3.85,304.1211,516.7259,357.7593,9.051439,-3.648421,-7.108262,54.57922,-22.91208,22.06438,46.93637,89.57537,799.51,665.1443,585.8851,884.883,674.3929,572.1817,431.3617,511.5699,672.0482,0.068923,-0.04227,0.046754,0.19396,0.13267,0.16215,-0.3797,0.05415
3.86,304.1448,516.7347,357.6384,9.120362,-3.690691,-7.061508,54.77318,-22.77941,22.22653,46.55667,89.62952,801.0174,666.4216,585.7415,884.8547,674.3675,572.1908,432.6139,512.8222,671.2194,0.02943,-0.053569,0.094907,0.18536,0.12299,0.10565,-0.36807,-0.03604
3.87,304.1186,516.6993,357.4841,9.149792,-3.74426,-6.966601,54.95854,-22.65642,22.33218,46.1886,89.59348,802.4416,667.4518,585.4073,884.8818,674.4145,572.1898,433.8126,514.0333,670.4428,0.011086,-0.021242,0.026559,0.28948,0.10373,0.10913,-0.39261,-0.05439
3.88,304.1387,516.7089,357.3504,9.160878,-3.765502,-6.940042,55.24802,-22.55269,22.44131,45.79599,89.53909,804.0984,667.7877,584.6848,884.8719,674.3972,572.1776,435.0405,515.3337,669.6478,-0.027139,-0.013109,0.055896,0.25906,0.10636,0.10166,-0.39064,-0.02729
3.89,304.0961,516.6692,357.1859,9.133739,-3.778611,-6.884146,55.50708,-22.44633,22.54297,45.40535,89.5118,805.2087,667.8794,583.1357,884.8811,674.3828,572.1717,436.1872,516.5104,668.855,0.159754,-0.039777,0.062539,0.02584,0.14457,0.12789,-0.31597,-0.03252
3.9,304.0859,516.6522,357.0523,9.293493,-3.818388,-6.821607,55.53292,-22.30176,22.67086,45.08938,89.47928,806.6673,669.1576,583.0771,884.8492,674.3788,572.1841,437.3658,517.7211,668.0174,-0.015276,-0.041712,0.054807,0.26523,0.09041,0.06726,-0.39817,-0.06332
3.91,304.1078,516.6549,356.9414,9.278217,-3.8601,-6.7668,55.79815,-22.21135,22.73812,44.69121,89.41596,808.5263,669.6713,583.0626,884.883,674.4012,572.1826,438.4307,518.9648,667.2903,0.044234,-0.0194,0.03441,0.20261,0.10229,0.08972,-0.34696,0.00012
3.92,304.0964,516.6299,356.8415,9.322451,-3.8795,-6.73239,56.00076,-22.10906,22.82784,44.34425,89.41608,809.9648,670.577,582.7873,884.8386,674.3674,572.1891,439.588,520.1368,666.4337,0.036208,-0.045631,0.074398,0.14305,0.11767,0.07065,-0.33292,0.03448
3.93,304.1268,516.6361,356.7338,9.358659,-3.925131,-6.657992,56.14381,-21.99139,22.89849,44.01133,89.45056,811.3252,671.0047,582.044,884.8944,674.4113,572.1821,440.7147,521.2946,665.5755,0.004521,-0.024589,0.038664,0.2366,0.13289,0.08047,-0.38657,-0.03327
3.94,304.1552,516.6492,356.6281,9.36318,-3.94972,-6.619328,56.38041,-21.8585,22.97896,43.62476,89.41729,812.4714,671.0307,580.6321,884.8634,674.3745,572.1805,441.7947,522.465,664.8152,-0.025896,-0.027548,0.055716,0.28587,0.11431,0.10791,-0.34938,-0.06129
3.95,304.1708,516.6407,356.5348,9.337284,-3.977268,-6.563612,56.66628,-21.74419,23.08687,43.27538,89.356,814.2412,671.7466,580.7744,884.8968,674.4084,572.1766,442.9049,523.5105,663.999,0.039835,-0.007244,0.020258,0.18756,0.13954,0.10976,-0.38136,-0.01726
3.96,304.1663,516.6279,356.4314,9.377119,-3.984512,-6.543354,56.85384,-21.60465,23.19663,42.89402,89.33874,815.4866,672.3822,580.1518,884.8777,674.3984,572.1796,443.9652,524.6617,663.1942,0.022412,-0.026035,0.059278,0.19572,0.09368,0.06422,-0.36579,-0.08862
3.97,304.1966,516.6552,356.3302,9.399531,-4.010547,-6.484076,57.04956,-21.51097,23.26085,42.52823,89.25012,816.8494,673.047,579.767,884.8596,674.3789,572.1945,445.012,525.8537,662.3719,-0.007135,-0.044221,0.067607,0.18922,0.10968,0.06167,-0.34909,-0.1159
3.98,304.1868,516.6394,356.2311,9.392396,-4.054768,-6.416469,57.23878,-21.40129,23.32252,42.17914,89.13422,818.4576,673.9756,580.0283,884.8422,674.3764,572.1861,446.053,526.9908,661.5169,-0.005096,-0.011817,0.034511,0.2225,0.13318,0.09794,-0.36429,-0.1164
3.99,304.2016,516.6495,356.1381,9.3873,-4.066585,-6.381958,57.46128,-21.26811,23.42046,41.81485,89.01782,819.7296,674.4358,579.4605,884.8907,674.4218,572.1843,447.1181,528.1171,660.6514,0.048166,-0.104313,0.107515,0.06465,0.11626,-0.08175,-0.28365,-0.13873
4,304.2428,516.7431,356.0189,9.435466,-4.170898,-6.274443,57.52593,-21.15185,23.33871,41.5312,88.87909,820.9655,676.3922,580.123,884.8611,674.3783,572.1865,448.1297,529.1698,659.898,-0.020868,-0.034661,0.052338,0.25468,0.0912,-0.00459,-0.3454,-0.0902
4.01,304.2694,516.7409,355.9207,9.414598,-4.205559,-6.222105,57.78061,-21.06065,23.33412,41.1858,88.78889,822.2886,676.9068,579.753,884.8666,674.3692,572.1973,449.1157,530.2065,659.0705,0.013432,-0.032733,0.050997,0.20092,0.06507,0.03579,-0.31319,-0.08959
4.02,304.2851,516.756,355.8333,9.42803,-4.238292,-6.171108,57.98153,-20.99558,23.36991,40.87261,88.6993,823.5699,677.6931,579.502,884.8601,674.3873,572.1873,450.068,531.2187,658.3124,-0.08482,-0.029268,0.07529,0.21637,0.0977,0.04761,-0.29224,0.02378
4.03,304.2985,516.727,355.7418,9.34321,-4.26756,-6.095818,58.1979,-20.89788,23.41752,40.58037,88.72308,824.8169,677.8742,578.703,884.8463,674.3928,572.2024,451.0378,532.2817,657.4695,0.086321,0.005754,0.001966,0.12477,0.14838,0.04652,-0.30498,-0.11894
4.04,304.3539,516.7525,355.6628,9.429531,-4.261806,-6.093852,58.32267,-20.7495,23.46404,40.27539,88.60414,826.1393,678.5776,578.5328,884.8961,674.418,572.1932,452.0191,533.2921,656.6888,-0.08442,-0.019745,0.085391,0.28544,0.10952,0.03584,-0.34886,-0.07715
4.05,304.3642,516.736,355.5655,9.345111,-4.281551,-6.008461,58.60811,-20.63998,23.49988,39.92653,88.52699,827.2155,679.2044,577.8837,884.8543,674.374,572.1964,452.9531,534.3396,655.8795,0.036768,-0.0291,0.043174,0.15729,0.0684,0.00869,-0.31428,-0.03891
4.06,304.409,516.7537,355.4729,9.381879,-4.310651,-5.965287,58.7654,-20.57158,23.50857,39.61225,88.48808,828.4596,679.9567,577.7801,884.8681,674.373,572.189,453.8899,535.3937,655.0757,-0.01615,-0.020562,0.083155,0.15368,0.11039,0.0527,-0.30278,-0.12381
4.07,304.4619,516.7589,355.3869,9.365729,-4.331213,-5.882132,58.91908,-20.46119,23.56127,39.30947,88.36427,829.6464,680.5618,577.481,884.8907,674.4208,572.1756,454.7847,536.3407,654.2872,0.059701,-0.027631,0.083579,0.17846,0.07665,0.03966,-0.32429,-0.25156
4.08,304.5293,516.7974,355.2939,9.42543,-4.358844,-5.798553,59.09754,-20.38454,23.60093,38.98518,88.11271,830.7325,681.2668,577.1172,884.8692,674.3993,572.1902,455.6775,537.3739,653.5886,0.026255,-0.07365,0.138231,0.10488,0.0396,-0.02524,-0.3294,-0.08799
4.09,304.5734,516.8299,355.1594,9.451685,-4.432494,-5.660322,59.20242,-20.34494,23.57569,38.65578,88.02472,831.8547,682.0023,576.9585,884.8808,674.3635,572.1892,456.517,538.4068,652.7599,-0.007667,-0.044408,0.069917,0.19446,0.05874,-0.02622,-0.26746,-0.1927
4.1,304.6569,516.8784,355.0679,9.444018,-4.476902,-5.590405,59.39688,-20.2862,23.54947,38.38832,87.83202,833.0156,682.6155,576.846,884.8603,674.3815,572.1858,457.3983,539.2883,652.0161,0.040356,-0.108717,0.134365,0.09702,0.07568,-0.04613,-0.26341,-0.05416
4.11,304.7295,516.9521,354.9258,9.484374,-4.585619,-5.45604,59.4939,-20.21052,23.50334,38.12491,87.77786,834.0796,683.2619,576.6597,884.9161,674.4259,572.1877,458.231,540.1219,651.2736,-0.012161,-0.028185,0.061067,0.14438,0.08149,0.0142,-0.28317,-0.10838
4.12,304.8139,516.9444,354.8223,9.472213,-4.613804,-5.394973,59.63828,-20.12903,23.51754,37.84174,87.66948,835.0946,683.8641,576.3909,884.8598,674.371,572.1879,458.9996,541.0685,650.5134,0.040994,-0.124393,0.113253,0.086,0.09842,-0.09667,-0.30604,0.06284
4.13,304.8776,517.0496,354.6933,9.513207,-4.738197,-5.28172,59.72428,-20.03061,23.42087,37.5357,87.73232,836.0846,684.2804,575.9685,884.8956,674.4003,572.1823,459.7841,541.9576,649.6976,-0.094822,0.223117,-0.121716,0.34924,0.13314,0.29646,-0.28645,-0.0017
4.14,304.8408,516.8176,354.6746,9.418385,-4.51508,-5.403436,60.07352,-19.89747,23.71733,37.24925,87.73062,837.0905,684.7786,575.6656,884.9092,674.4044,572.1847,460.4663,542.8583,649.0354,-0.010285,-0.030016,0.065586,0.1979,0.04273,-0.01847,-0.29294,-0.04865
4.15,304.8972,516.8046,354.5772,9.4081,-4.545096,-5.33785,60.27142,-19.85474,23.69886,36.95631,87.68197,838.1476,685.1904,575.4992,884.9047,674.4253,572.1905,461.204,543.6656,648.3095,-0.033574,-0.014291,0.042402,0.16869,0.09927,0.02145,-0.28917,-0.13854
4.16,304.9328,516.786,354.4666,9.374526,-4.559387,-5.295448,60.44011,-19.75547,23.72031,36.66714,87.54343,839.0994,685.6362,575.2489,884.9141,674.4229,572.1974,461.8917,544.3959,647.6242,-0.03175,-0.035896,0.056139,0.15479,0.07796,-0.00295,-0.26115,-0.08782
4.17,304.9649,516.7688,354.3581,9.342776,-4.595283,-5.239309,60.5949,-19.67751,23.71736,36.40599,87.45561,839.985,686.0057,575.0569,884.8577,674.3808,572.1759,462.5436,545.211,646.964,-0.015155,-0.006057,0.038425,0.07748,0.09698,0.08113,-0.16447,-0.08758
4.18,304.9992,516.7723,354.2651,9.327621,-4.60134,-5.200884,60.67238,-19.58053,23.79849,36.24152,87.36803,840.8001,686.3812,574.7736,884.9133,674.4129,572.1966,463.2154,545.9237,646.3492,-0.031462,-0.034761,0.048552,0.14496,0.02683,0.01203,-0.18806,-0.12184
4.19,304.9987,516.7413,354.1853,9.296159,-4.636101,-5.152332,60.81734,-19.5537,23.81052,36.05346,87.24619,841.6968,686.777,574.6995,884.9178,674.4167,572.1843,463.7762,546.5873,645.7647,-0.075304,-0.004309,0.04198,0.18335,0.01599,0.04139,-0.22957,-0.18361
4.2,305.0571,516.7633,354.0654,9.220855,-4.64041,-5.110352,61.00069,-19.53771,23.85191,35.82389,87.06258,842.4816,686.9879,574.466,884.9111,674.4075,572.1865,464.3503,547.2896,645.2488,-0.01617,-0.036976,0.064023,0.11326,0.03842,-0.02297,-0.14998,-0.17949
4.21,305.0674,516.7436,353.954,9.204685,-4.677386,-5.046329,61.11395,-19.49929,23.82894,35.67391,86.88309,843.184,687.1461,574.1577,884.9007,674.4277,572.1762,464.9303,547.7614,644.7486,0.082143,-0.033704,0.058045,0.02116,0.05548,0.0257,-0.23134,-0.26567
4.22,305.0769,516.725,353.8563,9.286828,-4.71109,-4.988284,61.13511,-19.44381,23.85464,35.44257,86.61742,843.9856,687.3034,574.0146,884.902,674.3953,572.1819,465.4587,548.4885,644.2192,0.016831,-0.032213,0.057402,0.09378,0.03724,0.01815,-0.15859,-0.20269
4.23,305.1091,516.715,353.7515,9.303659,-4.743303,-4.930882,61.22889,-19.40657,23.87279,35.28398,86.41473,844.7541,687.4617,573.876,884.9076,674.4008,572.1761,465.9406,548.9581,643.8003,0.006068,-0.03524,0.030397,0.02653,0.10337,0.03702,-0.14051,-0.08451
4.24,305.1454,516.6794,353.6511,9.309727,-4.778543,-4.900485,61.25542,-19.3032,23.90981,35.14347,86.33022,845.4369,687.7158,573.7299,884.9148,674.417,572.1823,466.3843,549.5197,643.3679,0.001974,-0.031635,0.055145,0.09596,0.03112,0.07629,-0.17459,-0.14137
4.25,305.1561,516.6544,353.5522,9.311701,-4.810178,-4.84534,61.35138,-19.27208,23.9861,34.96888,86.18885,846.0666,687.823,573.3862,884.9105,674.4028,572.1751,466.8666,549.9758,642.8902,0.037771,-0.008742,0.027617,0.04573,0.03605,0.06402,-0.11626,-0.10393
4.26,305.1808,516.6154,353.4427,9.349472,-4.81892,-4.817723,61.39711,-19.23603,24.05012,34.85262,86.08492,846.7168,687.9807,573.2311,884.9059,674.4009,572.1921,467.2901,550.3749,642.5153,0.052952,-0.038918,0.077118,0.04775,0.0075,0.0005,-0.17615,-0.09189
4.27,305.1748,516.5657,353.3316,9.402424,-4.857838,-4.740605,61.44486,-19.22853,24.05062,34.67647,85.99303,847.2692,688.0665,572.8964,884.8846,674.3973,572.182,467.7053,550.8035,642.0417,0.006636,-0.007764,0.032998,0.07661,0.03688,0.05056,-0.15293,-0.06408
4.28,305.186,516.534,353.2447,9.40906,-4.865602,-4.707607,61.52147,-19.19165,24.10118,34.52354,85.92895,847.8529,688.1908,572.7194,884.9066,674.3958,572.1812,468.0721,551.182,641.6483,-0.002754,-0.032434,0.057608,0.07645,0.00604,0.00796,-0.12191,-0.02021
4.29,305.2145,516.5202,353.1626,9.406306,-4.898036,-4.649999,61.59792,-19.18561,24.10914,34.40163,85.90874,848.402,688.1071,572.3391,884.8686,674.3945,572.1829,468.4462,551.5747,641.2957,-0.014292,-0.018857,0.048007,0.07544,0.02591,-0.03826,-0.15032,-0.04508
4.3,305.2384,516.4905,353.0463,9.392014,-4.916893,-4.601992,61.67336,-19.1597,24.07088,34.25131,85.86366,848.9405,688.1782,572.1584,884.8881,674.4031,572.1854,468.7681,551.9921,640.9223,-0.013252,-0.023527,0.045294,0.07694,0.02262,0.01939,-0.11785,-0.1132
4.31,305.275,516.4736,352.9696,9.378762,-4.94042,-4.556698,61.7503,-19.13708,24.09027,34.13346,85.75046,849.4329,688.047,571.7994,884.9032,674.4107,572.1713,469.1184,552.3132,640.5069,0.055633,-0.00973,0.034414,0.01507,0.04071,0.04235,-0.13511,-0.11932
4.32,305.3029,516.4479,352.8866,9.434395,-4.95015,-4.522284,61.76537,-19.09637,24.13262,33.99835,85.63114,849.9167,688.0055,571.5622,884.92,674.4409,572.185,469.4295,552.6055,640.1399,-0.018211,-0.013286,0.000209,0.04538,0.07219,0.0449,-0.10388,-0.16443
4.33,305.3315,516.4395,352.8159,9.416184,-4.963436,-4.522075,61.81075,-19.02418,24.17752,33.89447,85.46671,850.5032,687.8443,571.5166,884.8957,674.3891,572.172,469.723,552.9179,639.8308,-0.006771,-0.035068,0.060492,0.01087,0.03939,-0.00977,-0.10467,-0.1727
4.34,305.3548,516.4161,352.7253,9.409413,-4.998504,-4.461583,61.82162,-18.98479,24.16775,33.7898,85.29401,851.0726,687.7394,571.5922,884.8762,674.3733,572.1691,470.0065,553.2206,639.4386,0.057429,-5.60E-05,3.20E-05,0.01531,0.05485,0.05117,-0.14534,-0.24295
4.35,305.3838,516.4211,352.6586,9.466842,-4.99856,-4.461551,61.83693,-18.92994,24.21892,33.64446,85.05106,851.6521,687.5106,571.6423,884.8847,674.4036,572.1827,470.3278,553.4982,639.0396,0.012594,-0.021825,0.046891,0.0417,0.01697,-0.00765,-0.13883,-0.21992
4.36,305.3889,516.3971,352.5721,9.479436,-5.020385,-4.41466,61.87863,-18.91297,24.21127,33.50563,84.83114,852.2103,687.3531,571.7344,884.8629,674.3878,572.1945,470.6318,553.7568,638.6868,0.018318,-0.001144,0.016478,0.03998,0.02935,0.01025,-0.13185,-0.22171
4.37,305.4059,516.4018,352.4887,9.497754,-5.021529,-4.398182,61.91861,-18.88362,24.22152,33.37378,84.60943,852.8575,687.2145,571.8748,884.9129,674.4342,572.1779,470.9124,554.0438,638.3553,-0.014267,-0.007619,0.024788,0.07359,0.02023,-0.00804,-0.14421,-0.17459
4.38,305.4156,516.3918,352.4162,9.483487,-5.029148,-4.373394,61.9922,-18.86339,24.21348,33.22957,84.43484,853.3885,686.9406,571.8795,884.9048,674.41,572.1809,471.1979,554.252,637.9848,-0.089062,-0.005137,0.023396,0.1529,-0.00262,-0.02361,-0.14972,-0.15049
4.39,305.4493,516.409,352.3306,9.394425,-5.034285,-4.349998,62.1451,-18.86601,24.18987,33.07985,84.28435,853.9796,686.7099,571.9816,884.918,674.4307,572.1762,471.4969,554.5061,637.638,0.106246,-0.016399,0.07098,-0.0724,0.01569,-0.00055,-0.15816,-0.0888
4.4,305.4404,516.3344,352.262,9.500671,-5.050684,-4.279018,62.0727,-18.85032,24.18932,32.92169,84.19555,854.4983,686.4983,571.936,884.9197,674.4421,572.1952,471.7693,554.8224,637.3106,-0.088804,-0.015086,0.013178,0.10484,0.06194,-0.02009,-0.14441,-0.08513
4.41,305.4657,516.3582,352.1562,9.411867,-5.06577,-4.26584,62.17754,-18.78838,24.16923,32.77728,84.11042,855.0317,686.3472,572.0378,884.8931,674.4041,572.182,472.0619,555.1214,636.9283,0.024928,-0.01557,0.035014,0.02783,0.02134,0.02036,-0.13762,-0.15202
4.42,305.4835,516.3395,352.0814,9.436795,-5.08134,-4.230826,62.20537,-18.76704,24.18959,32.63966,83.9584,855.6317,686.1456,572.2771,884.8946,674.4118,572.1732,472.3802,555.3738,636.5751,-0.050935,-0.010741,0.025897,0.08653,0.03162,0.02703,-0.13876,-0.17837
4.43,305.4976,516.3171,351.9981,9.38586,-5.092081,-4.204929,62.2919,-18.73542,24.21662,32.5009,83.78003,856.2702,685.9059,572.5438,884.8775,674.4425,572.2021,472.675,555.6309,636.2004,0.019456,-0.017332,0.052054,0.01654,0.01991,0.00709,-0.14438,-0.21917
4.44,305.5078,516.2877,351.9062,9.405316,-5.109413,-4.152875,62.30844,-18.71551,24.22371,32.35652,83.56086,856.8771,685.7346,572.8501,884.9306,674.4711,572.1863,472.9935,555.8737,635.8737,0.001292,-0.004614,0.053527,0.07247,-0.01942,0.01797,-0.17208,-0.21966
4.45,305.5169,516.2529,351.8126,9.406608,-5.114027,-4.099348,62.38091,-18.73493,24.24168,32.18444,83.3412,857.5095,685.4597,573.0603,884.9104,674.4644,572.1867,473.2749,556.1543,635.5344,-0.031147,0.012052,-0.003119,0.11644,-0.0337,0.06589,-0.12988,-0.22897
4.46,305.5108,516.2089,351.7151,9.375461,-5.101975,-4.102467,62.49735,-18.76863,24.30757,32.05456,83.11223,858.0202,685.2424,573.2188,884.8809,674.4195,572.1775,473.605,556.3553,635.1574,-0.008446,-0.010562,0.04213,0.02256,0.05354,0.03427,-0.14741,-0.18717
4.47,305.5372,516.1764,351.6335,9.367015,-5.112537,-4.060337,62.51991,-18.71509,24.34184,31.90715,82.92506,858.556,685.0209,573.3867,884.898,674.4293,572.213,473.8968,556.5813,634.8062,-0.011471,0.000311,0.035061,0.06019,-0.00033,0.00246,-0.14361,-0.16529
4.48,305.5543,516.1585,351.5545,9.355544,-5.112226,-4.025276,62.5801,-18.71542,24.3443,31.76354,82.75977,859.1616,684.7897,573.6771,884.8907,674.4411,572.1719,474.1953,556.8018,634.4717,-0.008147,-0.02045,0.054193,0.0322,0.02146,-0.06675,-0.15451,-0.09957
4.49,305.5755,516.1296,351.4622,9.347397,-5.132676,-3.971083,62.6123,-18.69396,24.27755,31.60903,82.6602,859.6691,684.5988,573.7597,884.9264,674.4669,572.1853,474.4942,557.0041,634.1234,-0.017985,0.00282,0.034255,0.06445,0.01728,-0.0052,-0.1398,-0.0696
4.5,305.5855,516.1005,351.3804,9.329412,-5.129856,-3.936828,62.67675,-18.67668,24.27235,31.46923,82.5906,860.1733,684.2608,573.7467,884.885,674.4412,572.1927,474.7775,557.1796,633.8184,-0.024603,-0.012271,0.034707,0.02666,0.02381,-0.02976,-0.11215,-0.03262
4.51,305.6034,516.069,351.3169,9.304809,-5.142127,-3.902121,62.70341,-18.65287,24.24259,31.35708,82.55798,860.6583,684.084,573.8595,884.8652,674.4182,572.1982,475.1082,557.3256,633.4486,0.002514,0.005864,0.031147,0.02016,0.03263,-0.02531,-0.1531,-0.02914
4.52,305.6345,516.0652,351.2362,9.307323,-5.136263,-3.870974,62.72357,-18.62024,24.21728,31.20398,82.52884,861.1349,683.9354,573.9436,884.8824,674.429,572.1819,475.4157,557.5007,633.0663,0.010162,-0.004074,0.01756,0.03033,0.02811,-0.01782,-0.14276,-0.01312
4.53,305.6456,516.0265,351.1614,9.317485,-5.140337,-3.853414,62.7539,-18.59213,24.19946,31.06122,82.51572,861.6097,683.6657,573.9063,884.8815,674.4228,572.181,475.7056,557.6808,632.7193,-0.062124,-0.011439,0.023025,0.0921,-0.00076,-0.02156,-0.11396,-0.03781
